EmpID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,AgeGroup,SalarySlab
RM245,45,No,Travel_Rarely,Research & Development,1,Other,3,Male,Manager,4,Married,19202,15970,0,No,11,3,3,25,2,3,24,0,1,36-45,15k+
RM604,45,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,Research Scientist,3,Single,2274,6153,1,No,14,3,4,1,3,3,1,0,0,36-45,Upto 5k
RM384,22,No,Travel_Rarely,Research & Development,11,Medical,1,Female,Research Scientist,2,Married,2244,24440,1,No,13,3,4,2,1,3,2,1,1,18-25,Upto 5k
RM482,34,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Research Scientist,4,Married,3622,22794,1,Yes,13,3,4,6,3,3,6,5,1,26-35,Upto 5k
RM952,41,No,Non_Travel,Sales,10,Medical,3,Male,Sales Executive,2,Single,6151,22074,1,No,13,3,1,19,4,3,19,2,11,36-45,5k-10k
RM1001,52,No,Travel_Rarely,Research & Development,8,Other,3,Female,Laboratory Technician,1,Married,2950,17363,9,No,13,3,3,12,2,1,5,4,0,46-55,Upto 5k
RM463,34,No,Travel_Rarely,Sales,21,Life Sciences,4,Male,Sales Executive,4,Single,5337,19921,1,No,12,3,4,10,3,3,10,7,5,26-35,5k-10k
RM1299,46,Yes,Travel_Rarely,Research & Development,21,Medical,4,Female,Healthcare Representative,2,Married,8926,10842,4,No,22,4,4,13,2,4,9,7,3,46-55,5k-10k
RM687,41,No,Travel_Rarely,Research & Development,6,Medical,4,Male,Laboratory Technician,1,Single,4721,3119,2,Yes,13,3,3,20,3,3,18,13,2,36-45,Upto 5k
RM1127,50,No,Travel_Rarely,Sales,9,Marketing,3,Male,Manager,3,Married,19331,19519,4,Yes,16,3,3,27,2,3,1,0,0,46-55,15k+
RM742,42,No,Travel_Rarely,Sales,5,Marketing,4,Male,Manager,3,Married,18303,7770,6,No,13,3,2,21,3,4,1,0,0,36-45,15k+
RM749,26,Yes,Non_Travel,Sales,29,Medical,2,Male,Sales Executive,1,Single,4969,21813,8,No,18,3,4,7,6,3,2,2,2,26-35,Upto 5k
RM910,19,No,Travel_Rarely,Research & Development,25,Life Sciences,2,Female,Research Scientist,4,Single,2994,21221,1,Yes,12,3,4,1,2,3,1,0,0,18-25,Upto 5k
RM750,52,Yes,Travel_Rarely,Sales,2,Marketing,1,Female,Manager,4,Married,19845,25846,1,No,15,3,4,33,3,3,32,14,6,46-55,15k+
RM935,25,No,Travel_Rarely,Research & Development,1,Medical,4,Female,Research Scientist,2,Single,2096,18830,1,No,18,3,4,2,3,2,2,2,2,18-25,Upto 5k
RM976,55,Yes,Travel_Rarely,Sales,13,Marketing,1,Male,Sales Executive,3,Single,13695,9277,6,Yes,17,3,3,24,2,2,19,7,3,46-55,10k-15k
RM447,41,No,Non_Travel,Sales,10,Life Sciences,4,Male,Sales Executive,4,Single,6230,13430,7,No,14,3,4,16,3,3,14,3,1,36-45,5k-10k
RM1211,33,No,Travel_Rarely,Research & Development,21,Medical,2,Male,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,14,6,3,14,11,2,26-35,Upto 5k
RM1427,32,No,Travel_Rarely,Research & Development,29,Life Sciences,3,Female,Laboratory Technician,2,Single,2837,15919,1,No,13,3,3,6,3,3,6,2,4,26-35,Upto 5k
RM560,38,No,Travel_Rarely,Research & Development,2,Medical,4,Male,Research Scientist,3,Married,3057,20471,6,Yes,13,3,2,6,0,1,1,0,0,36-45,Upto 5k
RM257,42,No,Travel_Rarely,Research & Development,2,Medical,4,Female,Laboratory Technician,1,Divorced,2593,8007,0,Yes,11,3,3,10,4,3,9,6,7,36-45,Upto 5k
RM611,27,No,Travel_Rarely,Research & Development,5,Technical Degree,3,Male,Research Director,4,Divorced,12808,8842,1,Yes,16,3,2,9,3,3,9,8,0,26-35,10k-15k
RM1072,49,No,Travel_Rarely,Research & Development,3,Medical,3,Female,Laboratory Technician,1,Married,4789,23070,4,No,25,4,1,10,3,3,3,2,1,46-55,Upto 5k
RM736,48,No,Travel_Rarely,Research & Development,6,Life Sciences,1,Male,Healthcare Representative,3,Single,4240,13119,2,No,13,3,4,19,0,3,2,2,2,46-55,Upto 5k
RM002,49,No,Travel_Frequently,Research & Development,8,Life Sciences,3,Male,Research Scientist,2,Married,5130,24907,1,No,23,4,4,10,3,3,10,7,1,46-55,5k-10k
RM1324,28,No,Non_Travel,Human Resources,1,Life Sciences,3,Male,Human Resources,4,Divorced,2706,10494,1,No,15,3,2,3,2,3,3,2,2,26-35,Upto 5k
RM956,55,No,Travel_Rarely,Research & Development,2,Medical,4,Female,Manager,3,Married,19187,6992,4,No,14,3,4,23,5,3,19,9,9,46-55,15k+
RM980,34,No,Travel_Rarely,Research & Development,29,Medical,2,Male,Laboratory Technician,3,Married,5429,17491,4,No,13,3,1,10,1,3,8,7,7,26-35,5k-10k
RM596,58,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,Research Director,2,Single,19246,25761,7,Yes,12,3,4,40,2,3,31,15,13,55+,15k+
RM1459,35,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Research Scientist,4,Married,2977,8952,1,No,12,3,4,4,5,3,4,3,1,26-35,Upto 5k
RM728,18,No,Non_Travel,Research & Development,5,Life Sciences,2,Male,Research Scientist,4,Single,1051,13493,1,No,15,3,4,0,2,3,0,0,0,18-25,Upto 5k
RM1094,42,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Healthcare Representative,4,Married,10124,18611,2,Yes,14,3,3,24,3,1,20,8,13,36-45,10k-15k
RM089,30,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,Healthcare Representative,4,Married,4152,15830,1,No,19,3,1,11,3,3,11,10,10,26-35,Upto 5k
RM701,58,Yes,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,Research Scientist,3,Single,2479,26227,4,No,24,4,1,7,4,3,1,0,0,55+,Upto 5k
RM1069,28,Yes,Travel_Frequently,Research & Development,2,Medical,3,Male,Laboratory Technician,1,Single,2561,5355,7,No,11,3,3,8,2,2,0,0,0,26-35,Upto 5k
RM196,37,No,Travel_Rarely,Research & Development,21,Life Sciences,2,Male,Research Scientist,1,Married,3564,22977,1,Yes,12,3,1,8,3,2,8,7,1,36-45,Upto 5k
RM538,27,No,Travel_Frequently,Research & Development,10,Life Sciences,4,Male,Manufacturing Director,1,Divorced,8793,4809,1,No,21,4,3,9,4,2,9,7,1,26-35,5k-10k
RM416,34,Yes,Travel_Frequently,Sales,6,Marketing,4,Female,Sales Representative,3,Divorced,2351,12253,0,No,16,3,4,3,3,2,2,2,1,26-35,Upto 5k
RM947,40,Yes,Travel_Rarely,Sales,25,Marketing,4,Male,Sales Executive,2,Single,9094,17235,2,Yes,12,3,3,9,2,3,5,4,1,36-45,5k-10k
RM1444,42,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Manager,3,Married,18880,17312,5,No,11,3,1,24,2,2,22,6,4,36-45,15k+
RM769,40,No,Travel_Rarely,Sales,26,Marketing,3,Male,Sales Executive,1,Married,8396,22217,1,No,14,3,2,8,3,2,7,7,7,36-45,5k-10k
RM638,32,No,Non_Travel,Research & Development,1,Life Sciences,4,Male,Laboratory Technician,4,Divorced,2314,9148,0,No,12,3,2,4,2,3,3,0,0,26-35,Upto 5k
RM1177,49,No,Travel_Rarely,Research & Development,22,Other,1,Female,Research Director,2,Married,16413,3498,3,No,16,3,2,27,2,3,4,2,1,46-55,15k+
RM1448,36,No,Non_Travel,Sales,15,Marketing,4,Male,Sales Executive,4,Divorced,5406,10436,1,No,24,4,1,15,4,2,15,12,11,36-45,5k-10k
RM449,40,No,Travel_Rarely,Research & Development,6,Life Sciences,2,Female,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,22,3,3,20,6,5,36-45,10k-15k
RM1282,35,Yes,Travel_Rarely,Sales,27,Life Sciences,3,Male,Sales Executive,4,Single,5813,13492,1,Yes,18,3,4,10,2,3,10,7,7,26-35,5k-10k
RM160,34,No,Travel_Frequently,Sales,2,Marketing,3,Female,Sales Representative,3,Married,2231,11314,6,No,18,3,4,6,3,3,4,3,1,26-35,Upto 5k
RM178,19,Yes,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,Laboratory Technician,4,Single,1102,9241,1,No,22,4,3,1,3,2,1,0,1,18-25,Upto 5k
RM568,34,No,Travel_Rarely,Sales,2,Other,4,Male,Sales Executive,4,Single,6274,18686,1,No,22,4,3,6,5,3,6,5,1,26-35,5k-10k
RM375,28,No,Travel_Rarely,Sales,9,Life Sciences,2,Male,Sales Executive,4,Single,5253,20750,1,No,16,3,4,7,1,3,7,5,0,26-35,5k-10k
RM1260,30,No,Travel_Rarely,Research & Development,16,Life Sciences,3,Male,Healthcare Representative,3,Married,5294,9128,3,No,16,3,3,10,3,3,7,0,1,26-35,5k-10k
RM505,45,Yes,Travel_Frequently,Sales,26,Life Sciences,1,Female,Sales Executive,1,Married,4286,5630,2,No,14,3,4,5,4,3,1,1,0,36-45,Upto 5k
RM260,31,Yes,Travel_Frequently,Research & Development,29,Medical,3,Male,Laboratory Technician,2,Single,3479,11652,0,No,11,3,2,6,2,4,5,4,1,26-35,Upto 5k
RM796,37,No,Travel_Rarely,Sales,10,Life Sciences,4,Female,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,8,5,3,1,0,0,36-45,5k-10k
RM1412,25,No,Travel_Rarely,Human Resources,2,Human Resources,3,Female,Human Resources,2,Married,2187,19655,4,No,14,3,3,6,3,3,2,0,1,18-25,Upto 5k
RM1445,56,Yes,Travel_Rarely,Research & Development,7,Technical Degree,4,Male,Laboratory Technician,3,Married,2339,3666,8,No,11,3,4,14,4,1,10,9,9,55+,Upto 5k
RM566,23,No,Travel_Rarely,Research & Development,10,Medical,1,Male,Research Scientist,3,Single,3505,19630,1,No,18,3,4,2,3,3,2,2,0,18-25,Upto 5k
RM1181,36,No,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,15,4,3,4,3,1,36-45,Upto 5k
RM1342,31,No,Travel_Rarely,Research & Development,20,Life Sciences,2,Male,Laboratory Technician,3,Divorced,4197,18624,1,No,11,3,1,10,2,3,10,8,0,26-35,Upto 5k
RM190,51,No,Travel_Rarely,Research & Development,3,Medical,4,Female,Healthcare Representative,2,Single,13734,7192,3,No,18,3,3,21,6,3,7,7,1,46-55,10k-15k
RM396,43,No,Travel_Frequently,Research & Development,21,Medical,4,Male,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,8,1,3,3,2,1,36-45,Upto 5k
RM539,41,No,Travel_Rarely,Human Resources,1,Human Resources,4,Male,Manager,3,Married,19189,19562,1,No,12,3,2,22,3,3,22,7,2,36-45,15k+
RM540,50,No,Travel_Rarely,Sales,8,Marketing,4,Male,Sales Representative,2,Married,3875,9983,7,No,15,3,4,4,2,3,2,2,2,46-55,Upto 5k
RM411,30,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,11,2,3,5,4,0,26-35,5k-10k
RM070,36,Yes,Travel_Rarely,Research & Development,9,Medical,4,Male,Research Scientist,3,Married,3388,21777,0,Yes,17,3,1,2,0,2,1,0,0,36-45,Upto 5k
RM337,29,Yes,Travel_Rarely,Research & Development,8,Other,2,Male,Laboratory Technician,1,Married,2119,4759,1,Yes,11,3,4,7,4,2,7,7,0,26-35,Upto 5k
RM407,52,No,Travel_Rarely,Research & Development,3,Medical,4,Male,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,28,4,3,5,4,0,46-55,5k-10k
RM452,42,No,Travel_Rarely,Research & Development,24,Medical,4,Male,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,10,5,2,10,9,5,36-45,5k-10k
RM227,37,No,Travel_Frequently,Sales,4,Marketing,1,Male,Sales Representative,4,Divorced,2793,2539,4,No,17,3,3,13,2,3,9,8,5,36-45,Upto 5k
RM995,52,No,Travel_Frequently,Research & Development,28,Medical,4,Female,Manufacturing Director,3,Married,13247,9731,2,Yes,11,3,2,24,3,2,5,3,0,46-55,10k-15k
RM278,38,No,Travel_Rarely,Sales,7,Medical,1,Female,Sales Executive,1,Divorced,5605,19191,1,Yes,24,4,3,8,3,3,8,0,7,36-45,5k-10k
RM943,36,No,Travel_Rarely,Research & Development,10,Technical Degree,4,Female,Healthcare Representative,3,Married,7094,5747,3,No,12,3,1,10,0,3,7,7,1,36-45,5k-10k
RM1464,31,No,Non_Travel,Research & Development,5,Medical,2,Male,Manufacturing Director,1,Single,9936,3787,0,No,19,3,2,10,2,3,9,4,1,26-35,5k-10k
RM898,59,No,Travel_Rarely,Sales,3,Life Sciences,3,Female,Sales Executive,4,Single,5171,16490,5,No,17,3,4,13,2,3,6,1,0,55+,5k-10k
RM1031,31,No,Travel_Rarely,Sales,8,Life Sciences,1,Male,Sales Executive,4,Divorced,10793,8386,1,No,18,3,1,13,5,3,13,7,9,26-35,10k-15k
RM184,50,No,Travel_Rarely,Research & Development,1,Medical,3,Male,Laboratory Technician,3,Married,3690,3425,2,No,15,3,4,5,2,2,3,2,0,46-55,Upto 5k
RM968,40,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Laboratory Technician,2,Married,2387,6762,3,No,22,4,3,7,3,3,4,2,0,36-45,Upto 5k
RM1020,36,No,Travel_Rarely,Sales,16,Marketing,3,Female,Sales Executive,1,Married,5647,13494,4,No,13,3,1,11,3,2,3,2,0,36-45,5k-10k
RM378,36,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,Research Scientist,3,Married,2543,11868,4,No,13,3,2,6,3,3,2,2,2,36-45,Upto 5k
RM400,31,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,4,3,3,4,2,3,26-35,Upto 5k
RM1137,28,Yes,Travel_Rarely,Research & Development,24,Medical,3,Male,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,1,3,3,1,1,0,26-35,Upto 5k
RM785,38,No,Travel_Rarely,Research & Development,17,Life Sciences,3,Female,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,20,4,2,19,9,1,36-45,5k-10k
RM986,31,Yes,Travel_Rarely,Research & Development,22,Medical,4,Male,Manufacturing Director,3,Married,6179,21057,1,Yes,15,3,4,10,3,2,10,2,6,26-35,5k-10k
RM1065,30,No,Travel_Rarely,Human Resources,1,Life Sciences,3,Male,Human Resources,3,Divorced,2064,15428,0,No,21,4,1,6,3,4,5,3,1,26-35,Upto 5k
RM1006,29,No,Travel_Rarely,Human Resources,17,Other,2,Male,Human Resources,1,Single,7988,9769,1,No,13,3,1,10,3,2,10,9,0,26-35,5k-10k
RM1087,50,No,Travel_Frequently,Research & Development,22,Medical,3,Male,Research Director,4,Single,14411,24450,1,Yes,13,3,4,32,2,3,32,6,13,46-55,10k-15k
RM164,57,No,Travel_Rarely,Research & Development,24,Life Sciences,3,Male,Healthcare Representative,4,Married,9439,23402,3,Yes,16,3,2,12,2,1,5,3,1,55+,5k-10k
RM301,41,No,Travel_Rarely,Sales,2,Life Sciences,4,Male,Manager,2,Single,16015,15896,1,No,19,3,2,22,2,3,22,10,0,36-45,15k+
RM017,32,No,Travel_Rarely,Research & Development,5,Life Sciences,1,Male,Research Scientist,2,Divorced,3298,15053,0,Yes,12,3,4,7,5,2,6,2,0,26-35,Upto 5k
RM217,30,Yes,Travel_Frequently,Sales,26,Marketing,3,Female,Sales Executive,1,Single,6696,22967,5,No,15,3,3,9,5,2,6,3,0,26-35,5k-10k
RM1405,42,No,Non_Travel,Research & Development,23,Life Sciences,4,Male,Research Scientist,3,Single,4332,14811,1,No,12,3,4,20,2,3,20,9,3,36-45,Upto 5k
RM1356,36,No,Travel_Rarely,Sales,17,Marketing,3,Male,Sales Executive,2,Married,5507,16822,2,No,16,3,3,12,1,1,4,2,1,36-45,5k-10k
RM710,31,Yes,Non_Travel,Research & Development,9,Medical,3,Male,Research Scientist,1,Single,2321,10322,0,Yes,22,4,1,4,0,3,3,2,1,26-35,Upto 5k
RM1144,45,No,Non_Travel,Sales,26,Marketing,1,Male,Sales Executive,1,Married,4385,24162,1,No,15,3,1,10,2,3,10,7,4,36-45,Upto 5k
RM1357,41,No,Travel_Rarely,Sales,8,Marketing,3,Female,Sales Executive,2,Married,4393,26841,5,No,21,4,3,14,3,3,5,4,1,36-45,Upto 5k
RM1008,29,Yes,Travel_Frequently,Research & Development,14,Other,3,Female,Healthcare Representative,4,Single,7553,22930,0,Yes,12,3,1,9,1,3,8,7,7,26-35,5k-10k
RM1272,21,Yes,Travel_Rarely,Sales,7,Marketing,2,Male,Sales Representative,2,Single,2679,4567,1,No,13,3,2,1,3,3,1,0,1,18-25,Upto 5k
RM646,29,Yes,Travel_Rarely,Sales,1,Medical,2,Female,Sales Representative,3,Divorced,2800,23522,6,Yes,19,3,3,5,3,3,3,2,0,26-35,Upto 5k
RM629,37,No,Travel_Rarely,Sales,16,Marketing,4,Male,Sales Executive,3,Divorced,6334,24558,4,No,19,3,4,9,2,3,1,0,0,36-45,5k-10k
RM763,26,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,6,2,3,3,2,1,26-35,Upto 5k
RM1294,43,No,Non_Travel,Research & Development,9,Life Sciences,1,Male,Research Scientist,3,Single,2438,24978,4,No,13,3,3,7,2,2,3,2,1,36-45,Upto 5k
RM342,38,No,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,Research Director,4,Divorced,11510,15682,0,Yes,14,3,2,12,3,3,11,10,2,36-45,10k-15k
RM1452,38,No,Travel_Rarely,Sales,10,Life Sciences,1,Female,Sales Executive,4,Married,5343,5982,1,No,11,3,3,10,1,3,10,7,1,36-45,5k-10k
RM557,53,No,Travel_Rarely,Research & Development,6,Life Sciences,4,Male,Laboratory Technician,4,Single,2450,10919,2,No,17,3,4,19,4,3,2,2,2,46-55,Upto 5k
RM1302,58,No,Non_Travel,Sales,2,Medical,2,Male,Manager,2,Married,16291,22577,4,No,22,4,4,37,0,2,16,9,14,55+,15k+
RM364,33,Yes,Travel_Rarely,Sales,5,Marketing,4,Female,Sales Representative,3,Single,2851,9150,1,Yes,13,3,2,1,2,3,1,0,0,26-35,Upto 5k
RM1314,29,Yes,Travel_Rarely,Human Resources,13,Human Resources,1,Male,Human Resources,1,Divorced,2335,3157,4,Yes,15,3,4,4,3,3,2,2,2,26-35,Upto 5k
RM1098,24,No,Travel_Rarely,Research & Development,21,Technical Degree,3,Male,Laboratory Technician,1,Divorced,2296,10036,0,No,14,3,2,2,3,3,1,1,0,18-25,Upto 5k
RM1330,29,No,Travel_Rarely,Human Resources,6,Medical,4,Male,Human Resources,2,Married,2804,15434,1,No,11,3,4,1,3,3,1,0,0,26-35,Upto 5k
RM1321,42,No,Non_Travel,Research & Development,10,Technical Degree,3,Male,Research Scientist,3,Married,2936,6161,3,No,22,4,2,10,1,2,6,3,3,36-45,Upto 5k
RM1025,47,No,Travel_Rarely,Research & Development,2,Medical,1,Female,Research Director,3,Married,17169,26703,3,No,19,3,2,26,2,4,20,17,5,46-55,15k+
RM1313,31,Yes,Travel_Rarely,Human Resources,18,Human Resources,4,Male,Human Resources,1,Married,2956,21495,0,No,17,3,3,2,4,3,1,0,0,26-35,Upto 5k
RM941,39,Yes,Travel_Rarely,Research & Development,23,Medical,3,Male,Research Scientist,1,Single,3904,22154,0,No,13,3,1,6,2,3,5,2,0,36-45,Upto 5k
RM491,38,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Research Scientist,1,Single,2619,14561,3,No,17,3,4,8,3,2,0,0,0,36-45,Upto 5k
RM883,36,No,Travel_Rarely,Research & Development,1,Technical Degree,3,Female,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,17,2,3,7,7,7,36-45,10k-15k
RM937,45,No,Travel_Frequently,Research & Development,25,Medical,2,Female,Manager,2,Single,18061,13035,3,No,22,4,3,22,4,3,0,0,0,36-45,15k+
RM143,38,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Female,Research Scientist,3,Single,4317,2302,3,Yes,20,4,2,19,2,3,3,2,2,36-45,Upto 5k
RM1167,48,No,Travel_Frequently,Research & Development,4,Medical,3,Male,Manager,4,Married,15202,5602,2,No,25,4,2,23,3,3,2,2,2,46-55,15k+
RM833,37,No,Travel_Rarely,Research & Development,25,Medical,3,Female,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,9,2,3,6,2,1,36-45,5k-10k
RM1230,40,No,Travel_Rarely,Research & Development,8,Life Sciences,2,Female,Manufacturing Director,1,Married,6516,5041,2,Yes,16,3,2,18,3,3,1,0,0,36-45,5k-10k
RM1210,60,No,Travel_Rarely,Research & Development,1,Medical,3,Male,Healthcare Representative,4,Married,10883,20467,3,No,20,4,3,19,2,4,1,0,0,55+,10k-15k
RM1292,37,Yes,Travel_Rarely,Research & Development,10,Medical,4,Male,Manufacturing Director,1,Single,4213,4992,1,No,15,3,2,10,4,1,10,3,0,36-45,Upto 5k
RM020,38,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,Research Scientist,4,Single,3944,4306,5,Yes,11,3,3,6,3,3,3,2,1,36-45,Upto 5k
RM1242,32,No,Travel_Rarely,Sales,19,Life Sciences,4,Male,Sales Executive,3,Married,9610,3840,3,No,13,3,3,10,2,1,4,3,0,26-35,5k-10k
RM911,23,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Research Scientist,3,Married,1223,16901,1,No,22,4,4,1,2,3,1,0,0,18-25,Upto 5k
RM1455,45,No,Travel_Rarely,Sales,20,Life Sciences,4,Female,Sales Executive,3,Single,4850,23333,8,No,15,3,3,8,3,3,5,3,0,36-45,Upto 5k
RM657,32,Yes,Travel_Rarely,Research & Development,25,Life Sciences,1,Male,Laboratory Technician,4,Single,2795,18016,1,Yes,24,4,3,1,2,1,1,0,0,26-35,Upto 5k
RM576,54,No,Travel_Rarely,Research & Development,19,Medical,4,Female,Manufacturing Director,1,Married,5485,22670,9,Yes,11,3,2,9,4,3,5,3,1,46-55,5k-10k
RM1032,46,Yes,Travel_Rarely,Sales,9,Marketing,1,Male,Sales Executive,4,Divorced,10096,15986,4,No,11,3,1,28,1,4,7,7,4,46-55,10k-15k
RM642,32,No,Travel_Frequently,Sales,5,Life Sciences,2,Male,Sales Executive,2,Married,6524,8891,1,No,14,3,4,10,3,3,10,8,5,26-35,5k-10k
RM544,44,No,Non_Travel,Research & Development,24,Medical,1,Male,Laboratory Technician,3,Single,3708,2104,2,No,14,3,3,9,5,3,5,2,1,36-45,Upto 5k
RM1061,24,Yes,Travel_Frequently,Research & Development,9,Medical,2,Male,Laboratory Technician,1,Single,3172,16998,2,Yes,11,3,3,4,2,2,0,0,0,18-25,Upto 5k
RM1052,44,No,Travel_Frequently,Sales,1,Marketing,1,Female,Sales Executive,3,Married,4768,9282,7,No,12,3,3,11,4,2,1,0,0,36-45,Upto 5k
RM1022,25,Yes,Travel_Rarely,Sales,9,Life Sciences,1,Male,Sales Representative,1,Married,4400,15182,3,No,12,3,1,6,2,3,3,2,2,18-25,Upto 5k
RM581,35,No,Travel_Rarely,Sales,8,Life Sciences,1,Female,Sales Representative,4,Married,2572,20317,1,No,16,3,2,3,1,2,3,2,0,26-35,Upto 5k
RM309,58,No,Non_Travel,Research & Development,1,Life Sciences,4,Male,Healthcare Representative,3,Married,5660,17056,2,Yes,13,3,4,12,2,3,5,3,1,55+,5k-10k
RM1225,26,No,Travel_Rarely,Research & Development,17,Medical,4,Male,Laboratory Technician,3,Married,2305,6217,1,No,15,3,3,3,3,4,3,2,0,26-35,Upto 5k
RM1340,22,Yes,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,Research Scientist,2,Single,2472,26092,1,Yes,23,4,1,1,2,3,1,0,0,18-25,Upto 5k
RM024,21,No,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,Research Scientist,4,Single,1232,19281,1,No,14,3,4,0,6,3,0,0,0,18-25,Upto 5k
RM1190,33,No,Travel_Rarely,Sales,2,Medical,4,Male,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,6,5,3,6,2,0,26-35,5k-10k
RM120,43,No,Travel_Frequently,Sales,26,Life Sciences,3,Male,Manager,4,Married,16959,19494,1,Yes,12,3,4,25,3,4,25,12,4,36-45,15k+
RM643,38,No,Travel_Rarely,Sales,9,Marketing,2,Male,Sales Representative,2,Married,2899,12102,0,No,19,3,4,3,3,3,2,2,1,36-45,Upto 5k
RM511,54,No,Travel_Rarely,Human Resources,19,Medical,3,Male,Human Resources,2,Married,10725,6729,2,No,15,3,3,16,1,4,9,7,7,46-55,10k-15k
RM1162,38,No,Travel_Rarely,Research & Development,2,Medical,4,Female,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,10,6,4,5,4,0,36-45,5k-10k
RM079,37,No,Travel_Rarely,Research & Development,7,Medical,1,Male,Research Director,3,Single,13664,25258,4,No,13,3,1,16,3,4,5,2,0,36-45,10k-15k
RM1028,34,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Laboratory Technician,2,Married,3294,3708,5,No,17,3,1,7,2,2,5,4,0,26-35,Upto 5k
RM984,34,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,Healthcare Representative,4,Single,6687,6163,1,No,11,3,4,14,2,4,14,11,4,26-35,5k-10k
RM1054,57,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Research Scientist,3,Married,4900,2721,0,No,24,4,1,13,2,2,12,9,2,55+,Upto 5k
RM811,46,No,Travel_Rarely,Sales,3,Marketing,1,Male,Manager,3,Married,17465,15596,3,No,12,3,4,23,3,3,12,9,4,46-55,15k+
RM527,39,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Female,Healthcare Representative,3,Single,4553,20978,1,No,11,3,1,20,4,3,20,7,11,36-45,Upto 5k
RM048,37,No,Travel_Rarely,Research & Development,19,Life Sciences,2,Male,Research Scientist,2,Married,3022,10227,4,No,21,4,1,8,1,3,1,0,0,36-45,Upto 5k
RM370,31,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Research Scientist,2,Single,2657,7551,0,Yes,16,3,4,3,5,3,2,2,2,26-35,Upto 5k
RM422,29,Yes,Travel_Rarely,Research & Development,25,Technical Degree,3,Female,Research Scientist,2,Married,2546,18300,5,No,16,3,2,6,2,4,2,2,1,26-35,Upto 5k
RM837,29,Yes,Travel_Rarely,Sales,23,Life Sciences,4,Female,Sales Executive,1,Married,7336,11162,1,No,13,3,1,11,3,1,11,8,3,26-35,5k-10k
RM1462,50,Yes,Travel_Rarely,Sales,28,Marketing,4,Male,Sales Executive,1,Married,10854,16586,4,Yes,13,3,2,20,3,3,3,2,2,46-55,10k-15k
